Name,Cells,Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),set,Common ID,Uncommon ID,Rare,Epic ID,Legendary ID,Unreal ID,Legacy ID,Legacy
Sparky,2,260 000,682500,1791615,4703055,12345585,32407200,1.00%,1.74%,2.77%,3.47%,4.33%,6.50%,,646ddc82260e7d19c91846bd,646de75109672fd5f06e23d5,646de75209672fd5f06e23e3,646de75309672fd5f06e23f1,646de75409672fd5f06e23ff,646de75509672fd5f06e240d,,
Giftbox Pile,2,230 000,603750,1584870,4160310,10920840,28667205,0.00%,0.82%,2.47%,3.09%,3.87%,5.80%,,6474a38830cd78b9cb76478c,6474b30bcee923ae67791bfb,6474b30ccee923ae67791c0b,6474b30dcee923ae67791c19,6474b30ecee923ae67791c27,6474b30ecee923ae67791c35,,
Present Box,2,620 500,1628865,4275810,11224080,29463210,77341005,1.00%,2.64%,4.91%,6.13%,7.67%,11.50%,,6474a38830cd78b9cb76478d,6474b30fcee923ae67791c43,6474b310cee923ae67791c51,6474b311cee923ae67791c5f,6474b312cee923ae67791c6d,6474b312cee923ae67791c7b,,
Surprise Celebration,2,1 500 000,3937500,10335990,27132000,71221500,186956490,5.00%,6.00%,7.00%,8.00%,9.00%,11.50%,,6474a38830cd78b9cb76478f,6474b313cee923ae67791c89,6474b314cee923ae67791c97,6474b315cee923ae67791ca5,6474b316cee923ae67791cb3,6474b317cee923ae67791cc1,,
Sonic Engineer,2,332 500,872865,2291310,6014715,15788640,41445180,0.00%,1.18%,3.54%,4.43%,5.53%,8.30%,,6474a38830cd78b9cb76478e,6474b318cee923ae67791ccf,6474b318cee923ae67791cdd,6474b319cee923ae67791ceb,6474b31acee923ae67791cf9,6474b31bcee923ae67791d07,,
Jagger,2,144 500,379365,995925,2614395,6862800,18014850,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64898bfd7f28d1395d958cca,648b09af2100926248ba3556,648b09b02100926248ba3566,648b09b12100926248ba3574,648b09b32100926248ba3582,648b09b42100926248ba3590,,
Doomsday Dragster,2,357 500,938490,2463615,6467055,16976085,44562315,0.50%,1.28%,3.84%,4.80%,6.00%,9.00%,,64898bfd7f28d1395d958ccb,648b09b52100926248ba359e,648b09b62100926248ba35ac,648b09b82100926248ba35ba,648b09b92100926248ba35c8,648b09ba2100926248ba35d6,,
Pacifier,2,604 800,1587600,4167450,10939635,28716555,75380970,1.00%,1.64%,4.91%,6.13%,7.67%,11.50%,,64898bfd7f28d1395d958ccc,648b09bf2100926248ba35e4,648b09c02100926248ba35f2,648b09c02100926248ba3600,648b09c12100926248ba360e,648b09c22100926248ba361c,,
Chill-n-Mine,2,163 200,428400,1124550,2951970,7749000,20341125,0.00%,0.58%,1.75%,2.19%,2.73%,4.10%,,6492e80d7f28d1395d958cd0,6492ee018ecc44149f717c22,6492ee028ecc44149f717c32,6492ee038ecc44149f717c40,6492ee038ecc44149f717c4e,6492ee048ecc44149f717c5c,,
Cococrab Shore,2,459 200,1205400,3164175,8306025,21803355,57233820,1.00%,2.22%,4.91%,6.13%,7.67%,11.50%,,6492e80d7f28d1395d958cd1,6492ee058ecc44149f717c6a,6492ee068ecc44149f717c78,6492ee078ecc44149f717c86,6492ee088ecc44149f717c94,6492ee098ecc44149f717ca2,,
Cryptococonut,1,792 000,2079000,5457375,14325675,37604910,98712915,2.50%,3.42%,4.91%,6.13%,7.67%,11.50%,,6492e80d7f28d1395d958cd2,6492ee0a8ecc44149f717cb0,6492ee0b8ecc44149f717cbe,6492ee0c8ecc44149f717ccc,6492ee0d8ecc44149f717cda,6492ee0e8ecc44149f717ce8,,
Morning Paradise,2,560 000,1470000,3858750,10129245,26589360,69797070,1.50%,2.42%,4.91%,6.13%,7.67%,11.50%,,6492e80d7f28d1395d958cd3,6492ee0f8ecc44149f717cf6,6492ee0f8ecc44149f717d04,6492ee108ecc44149f717d12,6492ee118ecc44149f717d20,6492ee128ecc44149f717d2e,,
Nighty Paradise,2,560 000,1470000,3858750,10129245,26589360,69797070,1.50%,2.42%,4.91%,6.13%,7.67%,11.50%,,6492e80d7f28d1395d958cd4,6492ee138ecc44149f717d3c,6492ee148ecc44149f717d4a,6492ee158ecc44149f717d58,6492ee168ecc44149f717d66,6492ee178ecc44149f717d74,,
Sweet Memory Miner,2,560 000,1470000,3858750,10129245,26589360,69797070,1.50%,2.42%,4.91%,6.13%,7.67%,11.50%,,6492e80d7f28d1395d958cd5,6492ee178ecc44149f717d82,6492ee188ecc44149f717d90,6492ee198ecc44149f717d9e,6492ee1a8ecc44149f717dac,6492ee1b8ecc44149f717dba,,
Liberty Digger,2,171 000,448875,1178310,3093090,8119440,21313530,0.00%,0.61%,1.83%,2.29%,2.87%,4.30%,,649997687f28d1395d958cdc,6499af8f37ac8bd24282c754,6499af9037ac8bd24282c764,6499af9137ac8bd24282c772,6499af9237ac8bd24282c780,6499af9337ac8bd24282c78e,,
Patriot Prospector,2,382 500,1004115,2635815,6919080,18162585,47676825,0.25%,1.92%,4.10%,5.12%,6.40%,9.60%,,649997687f28d1395d958cdd,6499af9437ac8bd24282c79c,6499af9437ac8bd24282c7aa,6499af9537ac8bd24282c7b8,6499af9637ac8bd24282c7c6,6499af9737ac8bd24282c7d4,,
Freedom Finder,2,520 000,1365000,3583125,9405795,24690225,64811880,1.00%,2.42%,4.91%,6.13%,7.67%,11.50%,,649997687f28d1395d958cde,6499af9837ac8bd24282c7e2,6499af9837ac8bd24282c7f0,6499af9937ac8bd24282c7fe,6499af9a37ac8bd24282c80c,6499af9b37ac8bd24282c81a,,
Americana 1-777,2,33 000,86625,227430,597030,1567230,4114005,0.00%,0.10%,0.25%,0.61%,1.30%,1.80%,,649d6d5c335d6a0de4ca390b,649d8d55636060de746abb74,649d8d56636060de746abb84,649d8d57636060de746abb92,649d8d57636060de746abba0,649d8d59636060de746abbae,,
Pit Boss,2,55 250,145110,380940,1000020,2625105,6890940,0.00%,0.10%,0.25%,0.61%,1.30%,1.80%,,649d6dbd335d6a0de4ca390c,649d8d59636060de746abbbc,649d8d5a636060de746abbca,649d8d5b636060de746abbd8,649d8d5c636060de746abbe6,649d8d5d636060de746abbf4,,
Slugger,2,112 000,294000,771750,2025870,5317935,13959645,0.00%,0.21%,0.52%,1.00%,1.81%,2.50%,,649d6e05335d6a0de4ca390d,649d8d5e636060de746abc02,649d8d5f636060de746abc10,649d8d61636060de746abc1e,649d8d62636060de746abc2c,649d8d62636060de746abc3a,,
Pioneerica-19,2,252 000,661500,1736490,4558365,11965800,31410225,0.25%,0.90%,2.69%,3.36%,4.20%,6.30%,,649d6e7a335d6a0de4ca390e,649d8d63636060de746abc48,649d8d64636060de746abc56,649d8d65636060de746abc64,649d8d66636060de746abc72,649d8d66636060de746abc80,,
Silver Screener,2,474 500,1245615,3269805,8583330,22531320,59144715,1.00%,1.64%,2.77%,3.47%,4.33%,6.50%,,649d6ecb335d6a0de4ca390f,649d8d67636060de746abc8e,649d8d68636060de746abc9c,649d8d69636060de746abcaa,649d8d6a636060de746abcb8,649d8d6a636060de746abcc6,,
Lady Miner-ty,2,742 500,1949115,5116440,13430655,35255535,92545845,3.00%,3.65%,4.91%,6.13%,7.67%,11.50%,,649d6f65335d6a0de4ca3910,649d8d6b636060de746abcd4,649d8d6c636060de746abce2,649d8d6d636060de746abcf0,649d8d6d636060de746abcfe,649d8d6e636060de746abd0c,,
Gridiron Glory,2,208 000,546000,1433250,3762360,9876195,25925025,0.50%,1.22%,2.22%,2.77%,3.47%,5.20%,,649d705b335d6a0de4ca3911,649d8d6f636060de746abd1a,649d8d70636060de746abd28,649d8d70636060de746abd36,649d8d71636060de746abd44,649d8d72636060de746abd52,,
The Money Maker,2,270 000,708750,1860495,4883865,12820185,33653025,1.00%,1.82%,2.90%,3.63%,4.53%,6.80%,,649d70e5335d6a0de4ca3912,649d8d73636060de746abd60,649d8d74636060de746abd6e,649d8d74636060de746abd7c,649d8d75636060de746abd8a,649d8d76636060de746abd98,,
Katsuhito,1,10,,,,,,0.00%,,,,,,,64a69674af7caabb3d1151f8,,,,,,,
Missionaries,2,40 000,105000,275625,723555,1899345,4985820,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a696afaf7caabb3d1151f9,64a6f8f3515099752411d77e,64a6f8f4515099752411d78e,64a6f8f4515099752411d79c,64a6f8f5515099752411d7aa,64a6f8f6515099752411d7b8,,
Country Loading...,2,50 500,132615,348180,914025,2399355,6298320,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6973baf7caabb3d1151fa,64a6f8f7515099752411d7c6,64a6f8f8515099752411d7d4,64a6f8f8515099752411d7e2,64a6f8f9515099752411d7f0,64a6f8fa515099752411d7fe,,
Inclusion Miner,2,71 400,187425,492030,1291605,3390555,8900220,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a69780af7caabb3d1151fb,64a6f8fb515099752411d80c,64a6f8fc515099752411d81a,64a6f8fd515099752411d828,64a6f8fd515099752411d836,64a6f8fe515099752411d844,,
Treasure Hunter,2,94 500,248115,651315,1709715,4488015,11781105,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a697b4af7caabb3d1151fc,64a6f8ff515099752411d852,64a6f900515099752411d860,64a6f901515099752411d86e,64a6f901515099752411d87c,64a6f903515099752411d88a,,
Dalaminer,2,116 600,306075,803460,2109135,5536545,14533470,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a697f1af7caabb3d1151fd,64a6f904515099752411d898,64a6f904515099752411d8a6,64a6f905515099752411d8b4,64a6f906515099752411d8c2,64a6f907515099752411d8d0,,
Kako Mati,2,149 800,393225,1032255,2709735,7113120,18671940,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a69829af7caabb3d1151fe,64a6f908515099752411d8de,64a6f909515099752411d8ec,64a6f90a515099752411d8fa,64a6f90a515099752411d908,64a6f90b515099752411d916,,
Knight Bus,2,181 500,476490,1250865,3283560,8619345,22625820,0.00%,0.65%,1.96%,2.45%,3.07%,4.60%,,64a6986caf7caabb3d1151ff,64a6f90c515099752411d924,64a6f90d515099752411d932,64a6f90e515099752411d940,64a6f90e515099752411d94e,64a6f90f515099752411d95c,,
JaFan,2,227 550,597345,1568070,4116210,10805130,28363545,0.00%,0.81%,2.43%,3.04%,3.80%,5.70%,,64a69a2eaf7caabb3d115201,64a6f910515099752411d96a,64a6f911515099752411d978,64a6f912515099752411d986,64a6f912515099752411d994,64a6f913515099752411d9a2,,
Osmond’s Stamp,2,369 600,970200,2546775,6685350,17549070,46066335,0.00%,1.32%,3.97%,4.96%,6.20%,9.30%,,64a69a5baf7caabb3d115202,64a6f914515099752411d9b0,64a6f915515099752411d9be,64a6f916515099752411d9cc,64a6f917515099752411d9da,64a6f917515099752411d9e8,,
Paris Pass,2,162 000,425250,1116360,2930445,7692510,20192865,0.00%,0.58%,1.75%,2.19%,2.73%,4.10%,,64a6ab4caf7caabb3d115212,64a80c0a3fd5253fb80f9cc2,64a80c0b3fd5253fb80f9cd2,64a80c0b3fd5253fb80f9ce0,64a80c0c3fd5253fb80f9cee,64a80c0d3fd5253fb80f9cfc,,
Indonesia Pass,2,360 000,945000,2480625,6511680,17093160,44869545,0.00%,1.28%,3.84%,4.80%,6.00%,9.00%,,64a6ab89af7caabb3d115213,64a80c0e3fd5253fb80f9d0a,64a80c0e3fd5253fb80f9d18,64a80c0f3fd5253fb80f9d26,64a80c103fd5253fb80f9d34,64a80c113fd5253fb80f9d42,,
Hawaii Pass,2,792 000,2079000,5457375,14325675,37604910,98712915,0.00%,1.64%,4.91%,6.13%,7.67%,11.50%,,64a6abbfaf7caabb3d115214,64a80c113fd5253fb80f9d50,64a80c123fd5253fb80f9d5e,64a80c133fd5253fb80f9d6c,64a80c143fd5253fb80f9d7a,64a80c143fd5253fb80f9d88,,
Sunseeker,2,19 500,51240,134505,353115,926940,2433270,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6ce8eaf7caabb3d115218,64a80c153fd5253fb80f9d96,64a80c163fd5253fb80f9da4,64a80c173fd5253fb80f9db2,64a80c183fd5253fb80f9dc0,64a80c183fd5253fb80f9dce,,
Palm Breeze,1,19 760,51870,136185,357525,938595,2463825,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6cebaaf7caabb3d115219,64a80c193fd5253fb80f9ddc,64a80c1a3fd5253fb80f9dea,64a80c1b3fd5253fb80f9df8,64a80c1c3fd5253fb80f9e06,64a80c1c3fd5253fb80f9e14,,
Paradise Pier,2,20 020,52605,138180,362775,952350,2499945,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6cef0af7caabb3d11521a,64a80c1d3fd5253fb80f9e22,64a80c1e3fd5253fb80f9e30,64a80c1f3fd5253fb80f9e3e,64a80c1f3fd5253fb80f9e4c,64a80c203fd5253fb80f9e5a,,
Flamingo Fiesta,2,20 280,53235,139755,366870,963060,2528085,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6cf1eaf7caabb3d11521b,64a80c213fd5253fb80f9e68,64a80c223fd5253fb80f9e76,64a80c223fd5253fb80f9e84,64a80c233fd5253fb80f9e92,64a80c243fd5253fb80f9ea0,,
Miami Mirage,2,27 200,71400,187425,492030,1291605,3390555,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6cf54af7caabb3d11521c,64a80c253fd5253fb80f9eae,64a80c263fd5253fb80f9ebc,64a80c263fd5253fb80f9eca,64a80c273fd5253fb80f9ed8,64a80c283fd5253fb80f9ee6,,
Tropicana,2,44 720,117390,308175,809025,2123730,5574870,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6d0a7af7caabb3d11521d,64a80c293fd5253fb80f9ef4,64a80c293fd5253fb80f9f02,64a80c2a3fd5253fb80f9f10,64a80c2b3fd5253fb80f9f1e,64a80c2c3fd5253fb80f9f2c,,
Miami Vice,2,63 000,165375,434175,1139775,2991975,7854000,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6d0fdaf7caabb3d11521e,64a80c2c3fd5253fb80f9f3a,64a80c2d3fd5253fb80f9f48,64a80c2e3fd5253fb80f9f56,64a80c2f3fd5253fb80f9f64,64a80c303fd5253fb80f9f72,,
Island Escape,2,96 000,252000,661500,1736490,4558365,11965800,0.00%,0.55%,1.66%,2.08%,2.60%,3.90%,,64a6d135af7caabb3d11521f,64a80c313fd5253fb80f9f80,64a80c313fd5253fb80f9f8e,64a80c323fd5253fb80f9f9c,64a80c333fd5253fb80f9faa,64a80c343fd5253fb80f9fb8,,
Breezy Bay,2,204 000,535500,1405740,3690120,9686565,25427325,0.00%,0.73%,2.18%,2.72%,3.40%,5.10%,,64a6d18aaf7caabb3d115220,64a80c343fd5253fb80f9fc6,64a80c353fd5253fb80f9fd4,64a80c363fd5253fb80f9fe2,64a80c373fd5253fb80f9ff0,64a80c373fd5253fb80f9ffe,,
Sun-kissed Shores,2,825 000,2165625,5684805,14922705,39172140,102826920,0.00%,1.64%,4.91%,6.13%,7.67%,11.50%,,64a6d1cfaf7caabb3d115221,64a80c383fd5253fb80fa00c,64a80c393fd5253fb80fa01a,64a80c3a3fd5253fb80fa028,64a80c3a3fd5253fb80fa036,64a80c3b3fd5253fb80fa044,,
Hypnofrogo,2,91 000,238875,627060,1646085,4321065,11342835,0.10%,0.55%,1.66%,2.08%,2.60%,3.90%,,64b67b7ffe26e622585a5ea3,64b69567410d986d42ec183f,64b69568410d986d42ec1850,64b69569410d986d42ec185e,64b6956a410d986d42ec186c,64b6956a410d986d42ec187a,,
Wednesdayfrogo,2,416 000,1092000,2866500,7524615,19752180,51849525,0.50%,1.64%,2.77%,3.47%,4.33%,6.50%,,64b67bb4fe26e622585a5ea4,64b6956b410d986d42ec1888,64b6956c410d986d42ec1896,64b6956d410d986d42ec18a4,64b6956d410d986d42ec18b2,64b6956e410d986d42ec18c0,,
The Meme King,2,855 000,2244375,5891550,15465345,40596570,106566075,1.00%,2.64%,4.91%,6.13%,7.67%,11.50%,,64b67c15fe26e622585a5ea5,64b6956f410d986d42ec18ce,64b69570410d986d42ec18dc,64b69571410d986d42ec18ea,64b69571410d986d42ec18f8,64b69572410d986d42ec1906,,
Retro Blitz,1,150 000,393750,1033620,2713305,7122465,18696510,1.00%,1.82%,2.90%,3.63%,4.53%,6.80%,,64bd0238539e6e303689b18c,64be431742cd159c81f1af62,64be431842cd159c81f1af73,64be431942cd159c81f1af81,64be431942cd159c81f1af8f,64be431a42cd159c81f1af9d,,
Synaptic Pulse,2,266 000,698250,1832985,4811625,12630555,33155220,2.00%,2.37%,2.86%,3.57%,4.47%,6.70%,,64bd02c4539e6e303689b18d,64be431b42cd159c81f1afab,64be431c42cd159c81f1afb9,64be431d42cd159c81f1afc7,64be431e42cd159c81f1afd5,64be431f42cd159c81f1afe3,,
Synthwave Sentinel,2,492 800,1293600,3395700,8913765,23398725,61421745,3.00%,3.64%,4.91%,6.13%,7.67%,11.50%,,64bd041d539e6e303689b18f,64be431f42cd159c81f1aff1,64be432042cd159c81f1afff,64be432142cd159c81f1b00d,64be432242cd159c81f1b01b,64be432342cd159c81f1b029,,
Zafiro Runner,2,133 000,,,,,,0.15%,,,,,,,64c39e7731ec0b205c25ebcd,,,,,,,
Crystal Soar,2,142 500,,,,,,0.15%,,,,,,,64c39ebd31ec0b205c25ec50,,,,,,,
Velocity Voyager,2,152 000,,,,,,0.15%,,,,,,,64c39f5b31ec0b205c25ed8b,,,,,,,
Crystal Serenity,2,252 000,,,,,,0.25%,,,,,,,64c3a05a31ec0b205c25ef44,,,,,,,
Quantum Velocity,2,270 000,,,,,,0.25%,,,,,,,64c3a0bd31ec0b205c25efd6,,,,,,,
Gilded Opulence,2,288 000,,,,,,0.25%,,,,,,,64c3a15d31ec0b205c25f0f9,,,,,,,
Eclipse Elegance,2,595 000,,,,,,0.50%,,,,,,,64c3a1fa31ec0b205c25f14b,,,,,,,
SharkGlide,2,637 500,,,,,,0.50%,,,,,,,64c3a23e31ec0b205c25f18f,,,,,,,
Brilliance Bay,2,680 000,,,,,,0.50%,,,,,,,64c3a29131ec0b205c25f1dd,,,,,,,
The Big Boss,2,9 200 000,,,,,,3.50%,,,,,,,64c254c20c6fb1d2237a1391,,,,,,,
Treasure Guardian,2,558 000,1464750,3844995,10093125,26494545,69548220,3.00%,3.64%,4.91%,6.13%,7.67%,11.50%,,64c661fb31ec0b205c260dad,64c661fb31ec0b205c260db0,64c661fb31ec0b205c260db8,64c661fb31ec0b205c260dc0,64c661fb31ec0b205c260dc8,64c661fb31ec0b205c260dd0,,
Crypto-Koi,2,322 000,845250,2218860,5824560,15289470,40134885,1.50%,2.37%,3.46%,4.32%,5.40%,8.10%,,64c664f831ec0b205c260e4e,64c664f831ec0b205c260e51,64c664f831ec0b205c260e59,64c664f831ec0b205c260e61,64c664f831ec0b205c260e69,64c664f831ec0b205c260e71,,
Crypto-NeKo,2,902 000,2367750,6215370,16315425,42828030,112423605,4.00%,4.41%,4.91%,6.13%,7.67%,11.50%,,64c6676e31ec0b205c260ef1,64c6676e31ec0b205c260ef4,64c6676e31ec0b205c260efc,64c6676e31ec0b205c260f04,64c6676e31ec0b205c260f0c,64c6676e31ec0b205c260f14,,
Sunset City M-23,2,552 500,1450365,3807300,9994215,26234880,68866560,1.00%,2.12%,4.91%,6.13%,7.67%,11.50%,,64c7bb33529ebabe1a456113,64c7bb33529ebabe1a456116,64c7bb33529ebabe1a45611e,64c7bb33529ebabe1a456126,64c7bb33529ebabe1a45612e,64c7bb33529ebabe1a456136,,
Sunset Bay M-23,2,285 000,748125,1963920,5155290,13532715,35523390,0.00%,1.02%,3.07%,3.84%,4.80%,7.20%,,64c7bf96529ebabe1a4562d2,64c7bf96529ebabe1a4562d5,64c7bf96529ebabe1a4562dd,64c7bf96529ebabe1a4562e5,64c7bf96529ebabe1a4562ed,64c7bf96529ebabe1a4562f5,,
CryptOcean Guardian,1,252 000,661500,1736490,4558365,11965800,31410225,1.00%,1.82%,2.69%,3.36%,4.20%,6.30%,,64cce0c64d833d6301df528b,64cce0c64d833d6301df528e,64cce0c64d833d6301df5296,64cce0c64d833d6301df529e,64cce0c64d833d6301df52a6,64cce0c64d833d6301df52ae,,
AncLA,2,724 000,1900500,4988865,13095810,34376580,90238575,2.00%,3.22%,4.91%,6.13%,7.67%,11.50%,,64cce7124d833d6301df5322,64cce7124d833d6301df5325,64cce7124d833d6301df532d,64cce7124d833d6301df5335,64cce7124d833d6301df533d,64cce7124d833d6301df5345,,
Luminous Pulse,2,138 000,362250,950985,2496375,6553050,17201835,0.00%,0.75%,1.66%,2.08%,2.60%,3.90%,,64d6179937a9be081c019cf9,64d6179937a9be081c019cfc,64d6179937a9be081c019d04,64d6179937a9be081c019d0c,64d6179937a9be081c019d14,64d6179937a9be081c019d1c,,
NeonBlaze,2,161 000,422625,1109430,2912280,7644735,20067495,0.25%,0.95%,1.75%,2.19%,2.73%,4.10%,,64d61ef637a9be081c019e81,64d61ef637a9be081c019e84,64d61ef637a9be081c019e8c,64d61ef637a9be081c019e94,64d61ef637a9be081c019e9c,64d61ef637a9be081c019ea4,,
ElectricVibe,2,310 500,815115,2139690,5616765,14744100,38703315,1.00%,1.75%,3.33%,4.16%,5.20%,7.80%,,64d621a937a9be081c019fe4,64d621a937a9be081c019fe7,64d621a937a9be081c019fef,64d621a937a9be081c019ff7,64d621a937a9be081c019fff,64d621a937a9be081c01a007,,
Pandora's Box,2,682 000,1790250,4699485,12336240,32382630,85004430,2.50%,3.64%,4.91%,6.13%,7.67%,11.50%,,64df616d6bb106718783b0fc,64df616d6bb106718783b0ff,64df616d6bb106718783b107,64df616d6bb106718783b10f,64df616d6bb106718783b117,64df616d6bb106718783b11f,,
CyberSun,2,760 000,1995000,5236875,13746810,36085455,94724385,1.00%,2.82%,4.91%,6.13%,7.67%,11.50%,,64ec953822c75110b9b0989c,64ec953822c75110b9b0989f,64ec953822c75110b9b098a7,64ec953822c75110b9b098af,64ec953822c75110b9b098b7,64ec953822c75110b9b098bf,,
Vaporwave Voyager,2,320 000,840000,2205000,5788125,15193920,39884040,0.50%,1.55%,3.41%,4.27%,5.33%,8.00%,,64ec936822c75110b9b09747,64ec936822c75110b9b0974a,64ec936822c75110b9b09752,64ec936822c75110b9b0975a,64ec936822c75110b9b09762,64ec936822c75110b9b0976a,,
Neon Surge,2,1 170 000,3071250,8062110,21163065,55553085,145826940,2.50%,3.64%,4.91%,6.13%,7.67%,11.50%,,64ec974d22c75110b9b09a22,64ec974d22c75110b9b09a25,64ec974d22c75110b9b09a2d,64ec974d22c75110b9b09a35,64ec974d22c75110b9b09a3d,64ec974d22c75110b9b09a45,,
ASICbit,1,2 400,6300,16590,43575,114450,300510,0.00%,0.08%,0.20%,0.41%,0.65%,0.98%,,64f5d71e9e4d628640892a08,64f5d71e9e4d628640892a0b,64f5d71e9e4d628640892a13,64f5d71e9e4d628640892a1b,Rare ID,64f5d71e9e4d628640892a2b,,
Bergedge,2,3 600,9450,24885,65415,171780,450975,0.00%,0.08%,0.20%,0.41%,0.65%,0.98%,,64ec900822c75110b9b093c3,64ec914c22c75110b9b0954e,64ec914c22c75110b9b09558,64ec914c22c75110b9b09562,64ec914c22c75110b9b0956c,64ec914c22c75110b9b09576,,
GPUbit,1,4 800,12600,33075,86835,227955,598395,0.00%,0.08%,0.20%,0.41%,0.65%,0.98%,,650042162216e1841eba8480,650042162216e1841eba8483,650042162216e1841eba848b,650042162216e1841eba8493,650042162216e1841eba849b,650042162216e1841eba84a3,,
BitAce,1,6 000,15750,41370,108675,285285,748965,0.00%,0.08%,0.20%,0.41%,0.65%,0.98%,,650043862216e1841eba852f,650043862216e1841eba8532,650043862216e1841eba853a,650043862216e1841eba8542,650043862216e1841eba854a,650043862216e1841eba8552,,
Ferris Wheel Master,2,82 500,216615,568680,1492785,3918600,10286325,0.00%,1.00%,2.10%,3.30%,4.75%,6.50%,,64f5cbcf9e4d6286408925da,64f5cbcf9e4d6286408925dd,64f5cbcf9e4d6286408925e5,64f5cbcf9e4d6286408925ed,64f5cbcf9e4d6286408925f5,64f5cbcf9e4d6286408925fd,,
Little Boxes,2,388 500,1019865,2677185,7027650,18447660,48425160,0.50%,2.10%,4.14%,5.17%,6.47%,9.70%,,64f5cef49e4d6286408926c0,64f5cef49e4d6286408926c3,64f5cef49e4d6286408926cb,64f5cef49e4d6286408926d3,64f5cef49e4d6286408926db,64f5cef49e4d6286408926e3,,
FunZone,2,740 000,1942500,5099115,13385190,35136150,92232420,2.00%,3.30%,4.91%,6.13%,7.67%,11.50%,,64f5d1949e4d6286408927f6,64f5d1949e4d6286408927f9,64f5d1949e4d628640892801,64f5d1949e4d628640892809,64f5d1949e4d628640892811,64f5d1949e4d628640892819,,
Vice City Drive,2,390 000,1023750,2687370,7054425,18517905,48609540,0.50%,1.25%,2.60%,4.00%,5.50%,8.00%,,6501a3a32216e1841ebab32e,6501a3a32216e1841ebab331,6501a3a32216e1841ebab339,6501a3a32216e1841ebab341,6501a3a32216e1841ebab349,6501a3a32216e1841ebab351,,
Sunshine Bay,2,144 000,378000,992250,2604735,6837495,17948490,0.00%,0.75%,1.66%,2.08%,2.60%,3.90%,,65018d9a2216e1841ebaad22,65018d9a2216e1841ebaad25,65018d9a2216e1841ebaad2d,65018d9a2216e1841ebaad35,65018d9a2216e1841ebaad3d,65018d9a2216e1841ebaad45,,
Neon City,2,336 000,882000,2315250,6077610,15953805,41878830,0.50%,1.92%,3.58%,4.48%,5.60%,8.40%,,650198432216e1841ebab069,650198432216e1841ebab06c,650198432216e1841ebab074,650198432216e1841ebab07c,650198432216e1841ebab084,650198432216e1841ebab08c,,
Touchdown Titan,2,1 750 000,,,,,,7.50%,,,,,,,64f7455e9e4d6286408975c7,,,,,,,
SunMiner R2,2,121 000,317625,833805,2188830,5745705,15082515,0.00%,1.25%,2.60%,4.00%,5.50%,8.00%,,650034a52216e1841eba80c5,650034a52216e1841eba80c8,650034a52216e1841eba80d0,650034a52216e1841eba80d8,650034a52216e1841eba80e0,650034a52216e1841eba80e8,,
RadioSummer,2,252 000,661500,1736490,4558365,11965800,31410225,1.00%,2.26%,2.69%,3.36%,4.20%,6.30%,,650036c72216e1841eba8282,650036c72216e1841eba8285,650036c72216e1841eba828d,650036c72216e1841eba8295,650036c72216e1841eba829d,650036c72216e1841eba82a5,,
X-Play,2,750 000,1968750,5167995,13566000,35610750,93478245,3.00%,3.80%,4.91%,6.13%,7.67%,11.50%,,65003ab02216e1841eba83bc,65003ab02216e1841eba83bf,65003ab02216e1841eba83c7,65003ab02216e1841eba83cf,65003ab02216e1841eba83d7,65003ab02216e1841eba83df,,
Vegvisir,2,24 000,,,,,,0.00%,,,,,,,65098f8948ee2c2ada95fac3,,,,,,,
Bit by Beat,2,32 400,,,,,,0.00%,,,,,,,65098ffe48ee2c2ada95fad5,,,,,,,
The Protector,2,36 000,,,,,,0.00%,,,,,,,6509902f48ee2c2ada95fae7,,,,,,,
Your Friend Turing,2,42 000,,,,,,0.00%,,,,,,,6509905a48ee2c2ada95faf9,,,,,,,
CommunityCatalyst,2,56 400,,,,,,0.00%,,,,,,,6509909b48ee2c2ada95fb0b,,,,,,,
LuminoTagger 5 Clover,2,63 600,,,,,,0.00%,,,,,,,6509910e48ee2c2ada95fb1d,,,,,,,
Magic Loaf,2,78 000,,,,,,0.00%,,,,,,,6509913148ee2c2ada95fb2f,,,,,,,
Dreamweaver,2,80 400,,,,,,0.00%,,,,,,,6509915348ee2c2ada95fb41,,,,,,,
Steamhelm,2,90 000,,,,,,0.00%,,,,,,,6509917f48ee2c2ada95fb53,,,,,,,
